id,title_short,decision,reason_code,confidence,rationale
2181,Extremal dependence measure for functional data,include,none,alta,Medida de dependencia extremal para datos funcionales
2182,Simplicial band depth for multivariate functional data,include,none,alta,Profundidad de banda simplicial para datos funcionales multivariantes
2183,Forecasting PC-ARIMA models for functional data,include,none,alta,Pronostico PC-ARIMA para datos funcionales
2184,Change point analysis for time series,include,none,baja,"Analisis de puntos de cambio para series temporales, sin calificador funcional explicito"
2185,"Estimating causal effects in studies of human brain function: new models, methods and estimands",include,none,media,Nuevos modelos y metodos causales para funcion cerebral (contribucion metodologica)
2186,Spectral density estimation of function-valued spatial processes,include,none,alta,Estimacion de densidad espectral de procesos espaciales function-valued
2187,Detecting and estimating changes in dependent functional data,include,none,alta,Deteccion y estimacion de cambios en datos funcionales dependientes
2188,Statistical estimation of composite risk functionals and risk optimization problems,exclude,I1,media,"'Funcionales de riesgo' es calculo funcional sobre medidas de probabilidad, no FDA de curvas"
2189,Testing equality of autocovariance operators for functional time series,include,none,alta,Igualdad de operadores de autocovarianza para series temporales funcionales
2190,The Granger-Johansen representation theorem for integrated time series on Banach space,include,none,alta,Teorema de representacion Granger-Johansen en espacio de Banach (PR5)
2191,Modeling on-line art auction dynamics using functional data analysis,include,none,alta,FDA para dinamica de subastas de arte online (PR5)
2192,"P. Secchi, S. Vantini and V. Vitelli: ``Analysis of spatio-temporal mobile phone data: a case study ",exclude,I1,media,"Entrada tipo cita/discusion de otro trabajo, no contribucion propia"
2193,Test of independence for functional data,include,none,alta,Test de independencia para datos funcionales
2194,Convergence of \(U\)-processes in Hölder spaces with application to robust detection of a changed se,exclude,I1,media,"'Teoremas limite funcionales' es terminologia de convergencia debil, no FDA de curvas"
2195,A robust method for shift detection in time series,exclude,I1,media,"Deteccion de cambio en serie temporal escalar generica, sin senal de FDA"
2196,Continuous-time autoregressive moving-average processes in Hilbert space,include,none,alta,Procesos CARMA en espacio de Hilbert (serie temporal funcional)
2197,Representation of I(1) and I(2) autoregressive Hilbertian processes,include,none,alta,"Procesos hilbertianos autorregresivos I(1)/I(2), econometria funcional (PR5)"
2198,The Christoffel-Darboux kernel for data analysis,include,none,baja,"Kernel de Christoffel-Darboux para analisis de datos, adyacente a bases ortogonales"
2199,Detecting deviations from second-order stationarity in locally stationary functional time series,include,none,alta,Desviaciones de estacionariedad de segundo orden en series temporales funcionales localmente estacionarias (PR4)
