id,title_short,decision,reason_code,confidence,rationale,extracto_truncado_relevante
2432,BFDA: A Matlab Toolbox for Bayesian Functional Data Analysis,include,none,media,Toolbox MATLAB para FDA bayesiano; aproximacion por base B-spline cubica para datos de alta dimension.,no
2433,Wavelet Functional Data Analysis for FANOVA Models under Dependent Errors,include,none,alta,"FDA con wavelets para modelos FANOVA con errores dependientes; estimador wavelet no lineal, seleccion de umbral.",no
2434,"Splinets -- splines through the Taylor expansion, their support sets and orthogonal bases",include,none,alta,Splinets: bases spline ortonormales via expansion de Taylor y ortogonalizacion diadica de B-splines para FDA.,no
2435,Object-Oriented Software for Functional Data,include,none,media,"Paquete R funData; representacion en base (splines o Fourier) de datos funcionales, base para MFPCA.",no
2436,A Wavelet-Based Independence Test for Functional Data with an Application to MEG Functional Connectivity,include,none,alta,"Test de independencia para datos funcionales; nuevo metodo de umbral wavelet para pre-suavizado, kernels Besov.",no
2437,Simulation studies to compare bayesian wavelet shrinkage methods in aggregated functional data,include,none,alta,Compara cinco metodos bayesianos de shrinkage wavelet en datos funcionales agregados; compara con B-splines.,no
2438,Mixtures of Spatial Spline Regressions,include,none,media,"Extiende FDA a superficies via base spline bivariada; clustering por mezclas, survey de bases B-spline/Fourier.",si
2439,FunctionalCalibration: an R package for estimation in aggregated functional data model,include,none,media,Paquete R; estima curvas individuales via expansion en base spline o wavelet; compara para features locales.,no
2440,Functional Data Analysis by Matrix Completion,include,none,alta,"Separa variacion suave y rugosa en FDA; suavizado+PCA las confunden, FPCAs separadas por escala (PR2+PR4).",no
2441,Fast Bivariate Penalized Splines: the Sandwich Smoother,include,none,alta,"P-splines bivariados rapidos; GCV para seleccion de parametro de suavizado, estimacion de covarianza en FDA.",no
2442,Ultra-efficient MCMC for Bayesian longitudinal functional data analysis,include,none,media,MCMC eficiente para FDA longitudinal bayesiano; reparametrizacion de base ortogonalizada central al algoritmo.,si
2443,Fast Covariance Estimation for Sparse Functional Data,include,none,alta,Estimacion de covarianza para datos funcionales dispersos via splines penalizados; CV leave-one-subject-out.,no
2444,Efficient Covariance Estimation for Sparsified Functional Data,include,none,alta,Estimadores de covarianza random-knots y B-spline para datos sparsificados; AIC para numero de eigenfunciones.,no
2445,Bayesian mixtures of spatial spline regressions,include,none,media,"Mezclas bayesianas de regresiones spline espaciales; base spline Nodal, clustering de superficies (MNIST).",si
2446,Wavelet estimation of the dimensionality of curve time series,include,none,alta,"Estimacion wavelet de la dimensionalidad de series de curvas; base wavelet + bootstrap, series financieras/energia (PR3+PR4+PR5).",no
2447,Compositional Periodic Spline Approximation for Circular Density Data in Bayes Spaces,include,none,media,"Splines periodicas composicionales para densidades circulares; splines de suavizado y penalizadas, formulaciones matriciales.",no
2448,Bivariate Densities in Bayes Spaces: Orthogonal Decomposition and Spline Representation,include,none,media,"Representacion B-spline para densidades bivariadas en espacios de Bayes; descomposicion ortogonal, perspectiva FDA.",no
2449,Benchmarking time series classification -- Functional data vs machine learning approaches,include,none,media,"Benchmark de clasificacion: FDA vs ML; compara representaciones en base (Fourier, wavelet, FPCA, bsignal) - PR4/C4.",si
2450,Bayesian Change Point Detection for Functional Data,include,none,media,"Deteccion bayesiana de cambios en datos funcionales via DWT; priors sobre coeficientes wavelet, cambio climatico.",si
2451,Bayesian local clustering of functional data via semi-Markovian random partitions,include,none,media,"Clustering local bayesiano; explota soporte local de bases B-spline, particiones semi-markovianas (mareas Venecia).",si
2452,Reconciling Functional Data Regression with Excess Bases,include,none,alta,"Reconcilia regresion funcional con exceso de bases; double-descent, elegir numero de bases mayor que muestra (PR3).",no
2453,Bayesian Nonparametric Detection of Anomalies in Multivariate Functional Data,include,none,media,Deteccion bayesiana de anomalias en datos funcionales; base wavelet con priors Besov para representacion suave y sparse (PR4).,si
2454,On Metrics for Analysis of Functional Data on Geometric Domains,exclude,I1,alta,Metricas de geometria metrica y transporte optimo (Gromov-Hausdorff/Wasserstein) para 'campos'; no aborda representacion en bases ni FPCA.,no
2455,Penalized likelihood estimation of probability density functions using compositional splines,include,none,alta,"Estimacion por maxima verosimilitud penalizada de densidades via splines composicionales (ZB-splines); penalizacion, CV para nudos.",no
2456,Mixed Gaussian Projections for Two-Sample Testing of Functional Data,include,none,alta,"Tests de dos muestras via proyecciones gaussianas mixtas; combina componentes Haar y Fourier (localizado vs oscilatorio), compara FPCA (PR4).",no
2457,Fast Covariance Estimation for Multivariate Sparse Functional Data,include,none,alta,"Estimacion de covarianza para datos funcionales dispersos multivariados via B-splines tensor product; CV para suavizado, FPCA.",no
2458,Bayesian Graphical Models for Multivariate Functional Data,include,none,media,"Modelos graficos bayesianos para datos funcionales; expansiones en base ortogonal, prior hyper-inverse-Wishart-process para kernels.",si
