id,title_short,decision,reason_code,confidence,rationale,extracto_truncado_relevante
2051,Investigating swimming technical skills by a double partition clustering of multivariate functional ,include,none,alta,"Descomposicion en base funcional central al metodo, con seleccion de dimension; aplicacion deportiva no resta sustancia metodologica (excepcion E4).",no
2053,A unified approach for testing in Hilbert spaces on incomplete data,include,none,media,"Metodologia FDA nuclear (bases/FPCA/series temporales funcionales), tema inequivoco por titulo (sin resumen, extracto/titulo suficientemente especifico).",no
2065,Multivariate Functional Principal Component Analysis for Data Observed on Different (Dimensional) Do,include,none,alta,"Metodologia FDA nuclear (bases/FPCA/series temporales funcionales), tema inequivoco por titulo y resumen.",no
2081,Ultra-Fast Approximate Inference Using Variational Functional Mixed Models,include,none,alta,"Metodologia FDA nuclear (bases/FPCA/series temporales funcionales), tema inequivoco por titulo y resumen.",no
2083,Clustering time-course microarray data using functional Bayesian infinite mixture model,include,none,alta,Expansion en funciones de base + mixtura Bayesiana infinita; aplicacion a microarrays con discusion metodologica de base (excepcion E4).,no
2085,Locally Sparse Function-on-Function Regression,include,none,alta,"Metodologia FDA nuclear (bases/FPCA/series temporales funcionales), tema inequivoco por titulo y resumen.",no
2090,Improving prediction performance of stellar parameters using functional models,include,none,alta,Descomposicion de espectros en base funcional + regresion; aplicacion astrofisica con discusion metodologica de base (excepcion E4).,no
2094,Liquidity commonality does not imply liquidity resilience commonality: a functional characterisation,include,none,alta,"Metodologia FDA nuclear (bases/FPCA/series temporales funcionales), tema inequivoco por titulo y resumen.",no
2098,Testing Stability in Functional Event Observations with an Application to IPO Performance,include,none,alta,"Metodologia FDA nuclear (bases/FPCA/series temporales funcionales), tema inequivoco por titulo y resumen.",no
2100,Bootstrapping covariance operators of functional time series,include,none,alta,"Metodologia FDA nuclear (bases/FPCA/series temporales funcionales), tema inequivoco por titulo y resumen.",no
2113,Dependent functional linear models with applications to monitoring structural change,include,none,media,"Metodologia FDA nuclear (bases/FPCA/series temporales funcionales), tema inequivoco por titulo (sin resumen, extracto/titulo suficientemente especifico).",no
2118,Functional data analysis.,include,none,alta,"Ramsay & Silverman, Functional Data Analysis 2a ed. (2005) - item #1 del conjunto oro.",no
2121,"Brownian Motion with a Pulse: A Biostatistician's Guide to Diffusions, Bridges, Functional PCA, and ",include,none,media,"Metodologia FDA nuclear (bases/FPCA/series temporales funcionales), tema inequivoco por titulo (sin resumen, extracto/titulo suficientemente especifico).",no
2122,Local Whittle estimation of long-range dependence for functional time series,include,none,alta,"Metodologia FDA nuclear (bases/FPCA/series temporales funcionales), tema inequivoco por titulo y resumen.",no
2128,Convergence of covariance and spectral density estimates for high-dimensional functional time series,include,none,media,"Metodologia FDA nuclear (bases/FPCA/series temporales funcionales), tema inequivoco por titulo (sin resumen, extracto/titulo suficientemente especifico).",no
2138,Structural break analysis for spectrum and trace of covariance operators,include,none,alta,"Metodologia FDA nuclear (bases/FPCA/series temporales funcionales), tema inequivoco por titulo y resumen.",no
2141,The functional AR(1) process with a unit root,include,none,media,"Metodologia FDA nuclear (bases/FPCA/series temporales funcionales), tema inequivoco por titulo (sin resumen, extracto/titulo suficientemente especifico).",no
2143,Mortality prediction using survival energy models with functional data analysis,include,none,alta,Usa FPCA para estimacion no parametrica dentro de modelo de mortalidad; FPCA es el aporte metodologico central (excepcion E4).,no
2164,Selected statistical methods of data analysis for multivariate functional data,include,none,alta,"Metodologia FDA nuclear (bases/FPCA/series temporales funcionales), tema inequivoco por titulo y resumen.",no
2167,Some recent developments in inference for geostatistical functional data,include,none,alta,"Metodologia FDA nuclear (bases/FPCA/series temporales funcionales), tema inequivoco por titulo y resumen.",no
2169,Prokhorov Metric Convergence of the Partial Sum Process for Reconstructed Functional Data,include,none,media,"Metodologia FDA nuclear (bases/FPCA/series temporales funcionales), tema inequivoco por titulo (sin resumen, extracto/titulo suficientemente especifico).",no
2180,Multiscale Change Point Detection for Functional Time Series,include,none,media,"Metodologia FDA nuclear (bases/FPCA/series temporales funcionales), tema inequivoco por titulo (sin resumen, extracto/titulo suficientemente especifico).",no
2184,Change point analysis for time series,include,none,alta,"Horvath & Rice, Change Point Analysis for Time Series (Springer): confirmado apendice 'Functional Observations' y prefacio menciona funcion-valuada.",no
2189,Testing equality of autocovariance operators for functional time series,include,none,alta,"Metodologia FDA nuclear (bases/FPCA/series temporales funcionales), tema inequivoco por titulo y resumen.",no
2197,Representation of I(1) and I(2) autoregressive Hilbertian processes,include,none,alta,"Metodologia FDA nuclear (bases/FPCA/series temporales funcionales), tema inequivoco por titulo y resumen.",no
