id,title_short,decision,reason_code,confidence,rationale,extracto_truncado_relevante
272,Adaptive smoothing spline estimator for the function-on-function linear regression model,include,none,alta,Estimador smoothing spline adaptativo para regresion function-on-function con penalizaciones espacialmente adaptativas. PR3.,no
279,Statistical Learning for Functional Data,include,none,alta,"Revision de aprendizaje estadistico para datos funcionales; cubre FPCA, expansiones en bases, alternativas de deep learning.",no
280,A FUNCTIONAL-DATA APPROACH TO THE ARGO DATA,include,none,media,Kriging funcional espacio-temporal para datos Argo con smoothing splines; contribucion metodologica pese a dominio oceanografico.,si
281,Exploring Functional Structure and Variation of Italian Carbon Emissions,include,none,media,"Estructura funcional de emisiones de carbono italianas con base de Fourier y FPCA; aplicacion al mercado electrico, metodologia estandar.",si
283,A Frequency-Domain Approach for Integrating Multiple Functional Time Series,include,none,alta,Marco de dominio de frecuencia para series temporales funcionales multiples via expansion Karhunen-Loeve dinamica marginal. PR4.,no
288,Spline-based methods for functional data on multivariate domains,include,none,alta,Metodos spline para FD en dominios multivariados; bases spline data-driven superan la eleccion rigida predefinida. PR1/PR2 directo.,no
294,Bootstrap based uncertainty bands for prediction in functional kriging,include,none,media,Bandas de incertidumbre bootstrap para kriging funcional con B-splines; metodologia para prediccion espacial funcional.,si
296,Functional additive quantile regression,include,none,alta,"Regresion cuantilica aditiva funcional; scores de PC aproximados por B-splines, seleccion de componentes con SCAD. PR2/PR3.",no
298,Functional Parallel Factor Analysis for Functions of One- and Two-dimensional Arguments,include,none,alta,Analisis paralelo de factores funcional que combina PARAFAC con expansion en bases (elementos finitos por partes). PR1.,no
299,Wavelet thresholding on independent subspace factorizations of spatially indexed wide functional dat,include,none,media,"Umbralizacion wavelet (Daubechies, MODWT) sobre factorizaciones de subespacio; criterios de seleccion de coeficientes wavelet. PR4.",no
304,Unsupervised curve clustering using wavelets,include,none,alta,Clustering de curvas con wavelets; compara explicitamente Fourier/polinomios/splines vs wavelets para curvas inhomogeneas. PR1/PR4.,no
314,Bayesian multi-group functional factor models with parameter-expanded cumulative shrinkage priors,include,none,alta,"Modelos de factores funcionales multigrupo bayesianos; bases B-spline comunes, prior de shrinkage acumulativo selecciona numero de factores. PR2/PR3.",no
319,Functional PCA With Covariate-Dependent Mean and Covariance Structure,include,none,alta,FPCA con media/covarianza dependiente de covariables (CD-FPCA); representacion en bases spline y roughness penalties. PR2.,no
320,Forecasting the monthly retail sales of electricity based on the semi-functional linear model with a,include,none,alta,"Pronostico de ventas minoristas de electricidad con modelo semi-funcional lineal, errores AR, FPCA + splines. PR5/PR2.",no
331,Bivariate densities in Bayes spaces: orthogonal decomposition and spline representation,include,none,alta,Descomposicion ortogonal y representacion en splines (producto tensorial) para densidades bivariadas en espacios de Bayes. PR1.,no
333,A data-adaptive dimension reduction for functional data via penalized low-rank approximation,include,none,alta,"Reduccion de dimension adaptativa para FD via aproximacion de bajo rango penalizada; coeficientes de base, penalizacion L1, FPCA. PR1/PR3.",no
336,Efficient representation of supply and demand curves on day-ahead electricity markets,include,none,alta,Representacion parsimoniosa de curvas de oferta/demanda en mercados electricos con aproximacion por funciones de base radial. PR5/PR1.,no
337,Real-Time Interpolation Of Streaming Data,exclude,I1,media,"Interpolacion spline cubica en tiempo real de datos en streaming; trabajo de analisis numerico/CS, no FDA estadistica de conjuntos de curvas.",no
348,FACTOR-AUGMENTED MODEL FOR FUNCTIONAL DATA,include,none,alta,Modelo aumentado por factores para FD; aborda explicitamente la mala especificacion de bases de suavizado. PR1/PR3. Posible duplicado de id 2491/2495.,no
352,Bayesian change point detection for functional data,include,none,alta,"Deteccion bayesiana de puntos de cambio para FD via transformada wavelet discreta; PR4 (wavelets, no estacionariedad).",no
358,"Generalization, combination and extension of functional clustering algorithms: The R package funcy",include,none,alta,"Generalizacion de algoritmos de clustering funcional (paquete funcy); proyeccion sobre bases, modelos limitados a bases especificas. PR1/PR2.",no
360,Clustering of longitudinal curves via a penalized method and EM algorithm,include,none,alta,"Clustering de curvas longitudinales con metodo penalizado y EM; regresion B-spline, FPCA, penalizaciones, seleccion de numero de grupos.",no
364,A note on Herglotz's theorem for time series on function spaces,include,none,media,Teorema de Herglotz para series temporales en espacios funcionales; teoria de analisis en dominio de frecuencia y reduccion finito-dimensional optima. PR1/PR4.,no
370,Functional time series forecasting: a systematic review,include,none,alta,"Revision sistematica de pronostico de series temporales funcionales; cubre FAR, enfoques no parametricos, smoothing splines. PR4/PR5.",no
371,Conditional bias robust estimation of the total of curve data by sampling in a finite population: An,include,none,media,"Estimacion robusta de totales de curvas de carga electrica con metodos funcionales robustos, wavelets, PCA esferica. PR5.",si
373,Sieve bootstrapping the memory parameter in long-range dependent stationary functional time series,include,none,alta,"Bootstrap sieve para parametro de memoria en series temporales funcionales de rango largo; FPCA, DFT, VAR, FARFIMA. PR4.",no
376,Fast covariance estimation for sparse functional data,include,none,alta,Estimacion rapida de covarianza para FD dispersos con splines penalizados bivariados y CV leave-one-subject-out. PR2/PR3.,no
380,Multi-class classification of biomechanical data: A functional LDA approach based on multi-class pen,include,none,alta,"LDA funcional con PLS funcional penalizada multi-clase; roughness penalty, B-splines cubicos, compara penalizado vs no penalizado. PR2.",no
384,A partial least squares approach for function-on-function interaction regression,include,none,alta,"PLS para regresion de interaccion function-on-function; expansion en bases, equivalencia con PLS de coeficientes de base, seleccion de modelo. PR1/PR2.",no
385,Sparse wavelet estimation in quantile regression with multiple functional predictors,include,none,alta,"Estimacion wavelet dispersa en regresion cuantilica funcional; discute las tres opciones de base funcional (B-spline, wavelet, FPC). PR1/PR4.",no
391,Efficient Multidimensional Functional Data Analysis Using Marginal Product Basis Systems,include,none,alta,"FDA multidimensional eficiente con sistemas de bases producto marginal separables, adaptadas optimamente a los datos, regularizacion por rugosidad. PR1.",no
401,Sasaki metric for spline models of manifold-valued trajectories,include,none,media,"Splines de Bezier compuestas para trayectorias en variedades (Sasaki metric); representacion en bases y comparacion de enfoques spline, dominio geometrico.",si
403,Bayesian functional graphical models with change-point detection,include,none,alta,"Modelo grafico funcional bayesiano con deteccion de puntos de cambio; expansion en bases finita, prior de sparsity estructurado. PR1/PR4.",no
412,ORDINAL PROBIT FUNCTIONAL OUTCOME REGRESSION WITH APPLICATION TO COMPUTER-USE BEHAVIOR IN RHESUS MON,include,none,alta,"Regresion de resultado funcional ordinal (OPFOR); compara explicitamente B-splines penalizados, wavelets y O'Sullivan splines. PR2/PR4.",no
416,On function-on-function regression: partial least squares approach,include,none,alta,"Regresion function-on-function via PLS; base B-spline para convertir datos discretos, GCV para rugosidad, compara con metodos existentes. PR1/PR3.",no
419,Clustering multiply imputed multivariate high-dimensional longitudinal profiles,include,none,media,Clustering de datos funcionales multivariados con datos faltantes via imputacion multiple + consenso; FPCA como paso integral. Limite E1.,si
