id,title_short,decision,reason_code,confidence,rationale,extracto_truncado_relevante
2689,Spatial Functional Linear Model and its Estimation Method,include,none,media,Modelo lineal funcional espacial (FLM+SAR); estimacion basada en FPCA y MLE. Contexto de economia espacial.,no
2691,Making Event Study Plots Honest: A Functional Data Approach to Causal Inference,include,none,media,"Enfoque de datos funcionales para inferencia causal (diferencias-en-diferencias, event study plots); proceso gaussiano en Banach, bandas de confianza simultaneas. FDA aplicada a econometria.",no
2692,A goodness-of-fit test for functional time series with applications to Ornstein-Uhlenbeck processes,include,none,alta,"Test de bondad de ajuste para FTS con aplicacion a procesos Ornstein-Uhlenbeck; datos financieros de alta frecuencia, modelos ARH, tipos de cambio intra-dia. PR4/PR5.",no
2693,Shape invariant model approach for functional data analysis in uncertainty and sensitivity studies,exclude,E4,media,"Modelo de forma invariante para FDA en estudios de incertidumbre y sensibilidad; metamodelado de simuladores dinamicos, caso de almacenamiento de CO2, Kriging. Aplicacion a ingenieria/petroleo.",si
2694,Functional Classwise Principal Component Analysis: A Novel Classification Framework,include,none,alta,"Analisis de componentes principales funcionales por clase; espacio de caracteristicas lineal por tramos, ortogonalizacion Gram-Schmidt, extraccion de caracteristicas via FPCA por clase. PR2.",no
2695,Statistical Inference for Bures-Wasserstein Flows,include,none,media,"Inferencia para flujos de Bures-Wasserstein; operadores de covarianza variantes en el tiempo, expansion de Karhunen-Loeve, construccion de FPCA. PR1/PR2.",no
2696,Functional Autoregression Without Truncation: A Continuous-Regularization Approach,include,none,alta,"Autorregresion funcional sin truncamiento (regularizacion continua); demuestra que la eleccion del nivel de truncamiento K de FPCA es consecuente y depende del regimen, propone estimador Tikhonov. Antecedente directo, PR3.",no
2697,Day-Ahead Electricity Price Forecasting Using Merit-Order Curves Time Series,include,none,alta,"Pronostico de precio de electricidad dia-siguiente usando series de curvas de merit-order; compara enfoque de representacion funcional vs discretizacion en mercados italiano/aleman/frances 2023-2024. PR5, comparacion de representaciones.",no
2698,Nonparametric forecasting of multivariate probability density functions,include,none,alta,"Pronostico no parametrico de series de funciones de densidad de probabilidad multivariadas; isometria a L2, tecnicas FDA no parametricas, puntajes fPCA, numero de componentes por variabilidad explicada. S&P500/NASDAQ, PR3/PR5.",no
2699,Estimating Sleep & Work Hours from Alternative Data by Segmented Functional Classification Analysis ,include,none,media,"Analisis de clasificacion funcional segmentada (SFCA) para estimar horas de sueno/trabajo desde datos alternativos; compara con metodos lineales/funcionales/clasificacion, FPCA para reduccion de dimension. Contexto de econometria, datos de demanda electrica de EEUU.",no
