id,title_short,decision,reason_code,confidence,rationale,extracto_truncado_relevante
2731,On filter-type estimation of discretely sampled cyclic long-memory processes,include,none,media,"Estimacion tipo filtro de procesos ciclicos de memoria larga con wavelets; datos funcionales, consistencia fuerte; relevante a PR4.",si
2733,An ensemble of convolution-based methods for fault detection using vibration signals,exclude,I1,alta,"Clasificacion de series de tiempo multivariadas (ROCKET, CNN) para deteccion de fallos por vibracion; FDA solo mencionada de pasada.",no
2734,Probabilistic Functional Neural Networks,include,none,media,Red neuronal funcional probabilistica (ProFnet) para series funcionales de alta dimension; pronostico de tasas de mortalidad de Japon.,si
2736,Noise-Robust Phase Connectivity Estimation via Bayesian Circular Functional Models,exclude,E4,media,Modelo bayesiano de datos funcionales circulares para estimar conectividad de fase (PLV) en EEG; dominio neurociencia.,si
2738,Scalable Model-Based Gaussian Process Clustering,include,none,media,Clustering escalable de datos funcionales basado en procesos gaussianos con aproximacion Vecchia; contribucion metodologica de escalabilidad.,si
2739,A Bayesian Nonparametric Approach for Estimating Individualized Treatment-Response Curves,exclude,E1,media,Metodo bayesiano no parametrico para curvas de respuesta a tratamiento individualizadas; FDA como herramienta para inferencia causal.,si
2740,Multioutput Gaussian Processes with Functional Data: A Study on Coastal Flood Hazard Assessment,exclude,E4,media,Procesos gaussianos multi-salida con entradas funcionales para evaluacion de peligro de inundacion costera; dominio hidrologia.,si
2742,"Detecting changes in Hilbert space data based on ""repeated"" and change-aligned principal components",include,none,alta,Procedimiento CUSUM para cambios en medias en espacio de Hilbert via representacion en componentes principales; evita separacion de autovalores.,no
2743,Region-Referenced Spectral Power Dynamics of EEG Signals: A Hierarchical Modeling Approach,include,none,media,Datos funcionales referenciados por region para EEG; discute modelos previos como supuestos sobre operadores de covarianza y descomposiciones factoriales.,si
2744,Behavior Score Prediction in Resting-State Functional MRI by Deep State Space Modeling,exclude,I1,alta,"Deep state space sobre series BOLD de fMRI en reposo para predecir scores de Alzheimer; 'functional' = fMRI, no FDA.",no
2749,Climate change analysis from LRD manifold functional regression,include,none,media,Regresion funcional no lineal en variedades con errores de memoria larga (LRD); metodologia sustantiva de series funcionales; aplicacion climatica.,si
2750,Two-Sample Testing for Multivariate Cross-Correlation Functions with Applications to Gut-Brain Rewar,include,none,media,Test de dos muestras para funciones de correlacion cruzada multivariadas como datos funcionales; estadisticos globales tipo Hotelling.,si
2751,Functional Extreme-PLS,include,none,alta,"Extreme-PLS funcional: reduccion de dimension extrema para covariable en L2([0,1]); proyeccion, PLS/SIR; datos financieros de alta frecuencia.",no
2752,Generalized probabilistic principal component analysis of correlated data,include,none,alta,PCA probabilistica generalizada (GPPCA) para datos correlacionados incluyendo datos funcionales; estimador de cargas factoriales de forma cerrada.,no
2754,Neural Optimal Transport in Hilbert Spaces: Characterizing Spurious Solutions and Gaussian Smoothing,exclude,I1,media,"Transporte optimo neuronal en espacios de Hilbert; teoria ML sobre soluciones espurias y suavizado gaussiano, no representacion FDA.",si
2755,"Fast Emulation, Modular Calibration, and Active Learning for Simulators with Functional Response",include,none,media,Emulador escalable para respuesta funcional con regresion GP local; calibracion modular y aprendizaje activo de simuladores.,si
2756,Detecting practically significant dependencies in metric spaces via distance correlations,exclude,I1,media,"Test pivotal para correlacion de distancias sobre un umbral en espacios metricos; datos funcionales solo uno de varios settings, no base/FPCA.",si
2757,Functional instrumental variable regression with an application to estimating the impact of immigrat,include,none,baja,Regresion de variable instrumental funcional aplicada a impacto de inmigracion en salarios; econometria funcional (PR5). Extracto no es texto completo real (pagina Cambridge Core).,si
2760,"Elastic $k$-means clustering of functional data for posterior exploration, with an application to in",include,none,media,k-means elastico de datos funcionales; BIC via modelo de mezcla sobre componentes principales de FPCA; aplicacion epidemiologica (Mexico).,no
2761,Modeling the Evolution of Infectious Diseases with Functional Data Models: The Case of COVID-19 in B,include,none,alta,Modelos de datos funcionales para muertes por COVID-19 en Brasil; clustering + regresion cuantilica funcional sobre indicadores socioeconomicos (PR5).,no
2762,Bayesian spatial functional data clustering: applications in disease surveillance,include,none,media,"Clustering bayesiano de datos funcionales espaciales para vigilancia de enfermedades; arboles de expansion aleatorios, modelos gaussianos latentes.",si
2763,Bayesian Hierarchical Modeling for Predicting Spatially Correlated Curves in Irregular Domains: A Ca,include,none,alta,Modelo jerarquico bayesiano con bases de polinomios de Bernstein y efectos AR para curvas espacialmente correlacionadas; discute numero de bases (12 vs 18); PM10 Mexico.,no
2764,Functional generalized autoregressive conditional heteroskedasticity,include,none,alta,fGARCH: version funcional del proceso GARCH para series financieras; soluciones estacionarias en L2 y funciones continuas; volatilidad intradia (PR4/PR5).,no
